name,nominations,wins
Mr. Turner,4,0
Unbroken,3,0
Inherent Vice,2,0
Into the Woods,2,0
Maleficent,1,0
Boyhood,4,0
Foxcatcher,3,0
The Imitation Game,6,1
CitizenFour,1,1
Finding Vivian Maier,1,0
Last Days in Vietnam,1,0
The Salt of the Earth,1,0
Virunga,1,0
Crisis Hotline: Veterans Press 1,1,1
Joanna,1,0
Our Curse,1,0
The Reaper (La Parka),1,0
White Earth,1,0
American Sniper,5,1
Whiplash,4,2
Leviathan,1,0
Tangerines,1,0
Timbuktu,1,0
Wild Tales,1,0
Guardians of the Galaxy,2,0
Interstellar,5,1
The Theory of Everything,3,0
The Lego Movie,1,0
Selma,2,1
Beyond the Lights,1,0
Glen Campbell...I'll Be Me,1,0
Begin Again,1,0
The Bigger Picture,1,0
The Dam Keeper,1,0
Feast,1,1
Me and My Moulton,1,0
A Single Life,1,0
Aya,1,0
Boogaloo and Graham,1,0
Butter Lamp (La Lampe Au Beurre De Yak),1,0
Parvaneh,1,0
The Phone Call,1,1
The Hobbit: The Battle of the Five Armies,1,0
Captain America: The Winter Soldier,1,0
Dawn of the Planet of the Apes,1,0
X-Men: Days of Future Past,1,0
Nightcrawler,1,0
Harry Belafonte,1,1
David Winchester Gray,1,1
To MAGNUS WRENNINGE for leading the design and development of Field3D.,1,1
"To KEN MUSETH, PETER CUCKA and MIHAI ALDÉN for the creation of OpenVDB.",1,1
Bryan Cranston,1,0
Tom Hardy,1,0
Mark Rylance,1,1
Brie Larson,1,1
Charlotte Rampling,1,0
Jennifer Jason Leigh,1,0
Rachel McAdams,1,0
Alicia Vikander,1,1
Anomalisa,1,0
Boy and the World,1,0
Inside Out,2,1
Shaun the Sheep Movie,1,0
When Marnie Was There,1,0
Carol,4,0
The Hateful Eight,2,1
Mad Max: Fury Road,10,6
The Revenant,10,2
Sicario,3,0
The Danish Girl,2,0
The Big Short,4,1
Room,3,0
Spotlight,4,2
Amy,1,1
Cartel Land,1,0
The Look of Silence,1,0
"What Happened, Miss Simone?",1,0
Winter on Fire: Ukraine's Fight for Freedom,1,0
Body Team 12,1,0
"Chau, beyond the Lines",1,0
Claude Lanzmann: Spectres of the Shoah,1,0
A Girl in the River: The Price of Forgiveness,1,1
Last Day of Freedom,1,0
Star Wars: The Force Awakens,5,0
Embrace of the Serpent,1,0
Mustang,1,0
Son of Saul,1,1
Theeb,1,0
A War,1,0
The 100-Year-Old Man Who Climbed out the Window and Disappeared,1,0
Bridge of Spies,5,0
Fifty Shades of Grey,1,0
Racing Extinction,1,0
Youth,1,0
The Hunting Ground,1,0
Spectre,1,1
Brooklyn,2,0
The Martian,6,0
Bear Story,1,1
Prologue,1,0
Sanjay's Super Team,1,0
We Can't Live without Cosmos,1,0
World of Tomorrow,1,0
Ave Maria,1,0
Day One,1,0
Everything Will Be Okay (Alles Wird Gut),1,0
Shok,1,0
Stutterer,1,1
Ex Machina,2,1
Straight Outta Compton,1,0
"To Spike Lee, filmmaker, educator, motivator, iconoclast, artist.",1,1
Andrew Garfield,1,0
Mahershala Ali,1,1
Lucas Hedges,1,0
Dev Patel,1,0
Isabelle Huppert,1,0
Ruth Negga,1,0
Naomie Harris,1,0
Kubo and the Two Strings,2,0
Moana,2,0
My Life as a Zucchini,1,0
The Red Turtle,1,0
Zootopia,1,1
Arrival,8,1
La La Land,12,5
Lion,4,0
Moonlight,6,2
Silence,1,0
Allied,1,0
Fantastic Beasts and Where to Find Them,2,1
Florence Foster Jenkins,1,0
Jackie,2,0
Hacksaw Ridge,5,2
Manchester by the Sea,3,1
Fire at Sea,1,0
I Am Not Your Negro,1,0
"Life, Animated",1,0
O.J.: Made in America,1,1
13th,1,0
Extremis,1,0
4.1 Miles,1,0
Joe's Violin,1,0
Watani: My Homeland,1,0
The White Helmets,1,1
Hell or High Water,3,0
Land of Mine,1,0
A Man Called Ove,2,0
The Salesman,1,1
Tanna,1,0
Toni Erdmann,1,0
Star Trek Beyond,1,0
Suicide Squad,1,1
Passengers,2,0
Trolls,1,0
Jim: The James Foley Story,1,0
Fences,2,0
Hidden Figures,2,0
"Hail, Caesar!",1,0
Blind Vaysha,1,0
Borrowed Time,1,0
Pear Cider and Cigarettes,1,0
Pearl,1,0
Piper,1,1
Ennemis Intérieurs,1,0
La Femme et le TGV,1,0
Silent Nights,1,0
Sing,1,1
Timecode,1,0
Deepwater Horizon,2,0
Sully,1,0
Rogue One: A Star Wars Story,2,0
13 Hours: The Secret Soldiers of Benghazi,1,0
Doctor Strange,1,0
The Lobster,1,0
20th Century Women,1,0
Timothée Chalamet,1,0
Daniel Kaluuya,1,0
Sam Rockwell,1,1
Margot Robbie,1,0
Mary J. Blige,1,0
Allison Janney,1,1
Lesley Manville,1,0
Laurie Metcalf,1,0
The Boss Baby,1,0
The Breadwinner,1,0
Coco,2,2
Ferdinand,1,0
Loving Vincent,1,0
Blade Runner 2049,5,2
Darkest Hour,5,1
Dunkirk,8,3
Mudbound,3,0
The Shape of Water,10,4
Phantom Thread,4,1
Victoria & Abdul,2,0
Get Out,3,1
Lady Bird,3,0
Abacus: Small Enough to Jail,1,0
Faces Places,1,0
Icarus,1,1
Last Men in Aleppo,1,0
Strong Island,1,0
Edith+Eddie,1,0
Heaven Is a Traffic Jam on the 405,1,1
Heroin(e),1,0
Knife Skills,1,0
Traffic Stop,1,0
Baby Driver,3,0
"I, Tonya",1,0
"Three Billboards Outside Ebbing, Missouri",4,0
A Fantastic Woman,1,1
The Insult,1,0
Loveless,1,0
On Body and Soul,1,0
Wonder,1,0
Star Wars: The Last Jedi,4,0
Call Me by Your Name,3,1
Marshall,1,0
The Greatest Showman,1,0
The Post,1,0
Dear Basketball,1,1
Garden Party,1,0
Lou,1,0
Negative Space,1,0
Revolting Rhymes,1,0
DeKalb Elementary,1,0
The Eleven O'Clock,1,0
My Nephew Emmett,1,0
The Silent Child,1,1
Watu Wote/All of Us,1,0
Guardians of the Galaxy Vol. 2,1,0
Kong: Skull Island,1,0
War for the Planet of the Apes,1,0
The Disaster Artist,1,0
Logan,1,0
Molly's Game,1,0
The Big Sick,1,0
Jonathan Erland,1,1
